"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"22.08.2023","68.050","68.300","68.560","67.920","16.21M","-0.22%"
"21.08.2023","68.200","67.380","68.340","67.380","8.89M","1.55%"
"18.08.2023","67.160","67.000","67.350","66.610","11.45M","0.04%"
"17.08.2023","67.130","69.130","69.250","67.010","12.73M","-2.89%"
"16.08.2023","69.130","69.510","69.690","68.950","15.27M","-0.76%"
"15.08.2023","69.660","68.620","70.090","68.320","16.10M","1.21%"
"14.08.2023","68.830","68.000","69.570","67.960","11.55M","1.38%"
"11.08.2023","67.890","68.550","68.890","67.520","13.18M","-0.83%"
"10.08.2023","68.460","68.010","68.940","67.940","11.60M","0.29%"
"09.08.2023","68.260","67.880","68.750","67.880","18.10M","0.71%"
"08.08.2023","67.780","68.310","68.640","67.400","18.35M","-0.83%"
"07.08.2023","68.350","68.900","69.590","68.100","15.58M","-0.97%"
"04.08.2023","69.020","67.400","69.100","67.370","11.94M","2.27%"
"03.08.2023","67.490","69.310","69.350","67.350","25.05M","-2.77%"
"02.08.2023","69.410","70.600","70.650","68.950","21.57M","-1.73%"
"01.08.2023","70.630","69.710","71.040","69.410","15.54M","1.32%"
"31.07.2023","69.710","70.510","70.540","69.300","21.13M","-0.61%"
"28.07.2023","70.140","69.710","70.540","69.420","19.53M","0.37%"
"27.07.2023","69.880","69.210","70.160","68.480","18.81M","0.37%"
"26.07.2023","69.620","68.780","69.890","68.310","22.62M","1.40%"
"25.07.2023","68.660","68.110","68.780","67.910","12.49M","0.62%"
"24.07.2023","68.240","68.600","69.170","68.030","16.29M","-0.52%"
"21.07.2023","68.600","68.010","68.990","68.010","5.49M","0.53%"
"20.07.2023","68.240","68.230","68.340","67.510","6.58M","-0.29%"
"19.07.2023","68.440","68.600","69.300","68.190","19.43M","-0.23%"
"18.07.2023","68.600","67.810","69.000","67.110","11.50M","1.05%"
"17.07.2023","67.890","67.590","68.010","66.910","5.51M","0.44%"
"14.07.2023","67.590","68.460","68.460","67.340","7.84M","-1.05%"
"13.07.2023","68.310","68.550","69.490","68.120","14.98M","-0.41%"
"12.07.2023","68.590","69.500","69.730","68.400","13.58M","-1.48%"
"11.07.2023","69.620","68.970","69.900","68.310","8.86M","0.75%"
"10.07.2023","69.100","69.140","69.590","68.420","5.09M","0.45%"
"07.07.2023","68.790","68.290","69.300","68.120","9.97M","1.12%"
"06.07.2023","68.030","68.610","68.690","67.410","12.40M","-0.58%"
"05.07.2023","68.430","68.950","69.090","68.250","11.49M","-0.57%"
"04.07.2023","68.820","69.000","69.280","68.510","1.37M","-0.19%"
"03.07.2023","68.950","67.720","69.270","67.610","6.81M","1.82%"
"30.06.2023","67.720","68.390","68.440","67.260","19.20M","-0.51%"
"29.06.2023","68.070","68.500","68.650","67.730","11.05M","-0.63%"
"28.06.2023","68.500","69.420","69.690","68.090","12.83M","-1.79%"
"27.06.2023","69.750","68.210","69.900","68.110","14.89M","1.88%"
"26.06.2023","68.460","67.720","68.940","67.560","12.02M","1.11%"
"23.06.2023","67.710","68.090","68.220","67.410","13.55M","-0.22%"
"22.06.2023","67.860","68.200","68.790","67.720","10.19M","-0.63%"
"21.06.2023","68.290","67.900","68.640","66.870","18.70M","0.90%"
"20.06.2023","67.680","69.000","69.030","67.120","17.20M","-1.96%"
"19.06.2023","69.030","68.390","69.210","68.320","1.97M","1.34%"
"16.06.2023","68.120","70.140","70.190","67.810","52.07M","-2.69%"
"15.06.2023","70.000","68.700","70.140","67.620","25.43M","2.23%"
"14.06.2023","68.470","66.990","68.740","66.640","64.62M","2.61%"
"13.06.2023","66.730","67.300","67.300","66.000","17.14M","-0.40%"
"12.06.2023","67.000","67.470","67.870","66.910","17.19M","-0.70%"
"09.06.2023","67.470","68.340","68.990","67.130","14.25M","-1.10%"
"08.06.2023","68.220","69.520","69.520","67.510","18.58M","-2.07%"
"07.06.2023","69.660","69.820","69.940","69.210","22.65M","0.20%"
"06.06.2023","69.520","69.320","69.790","69.020","21.86M","0.39%"
"05.06.2023","69.250","67.390","69.380","67.320","12.76M","2.90%"
"02.06.2023","67.300","66.700","67.590","66.230","14.58M","1.10%"
"01.06.2023","66.570","67.220","67.930","66.440","15.77M","-0.97%"
"31.05.2023","67.220","68.370","68.560","66.710","83.03M","-1.68%"
"30.05.2023","68.370","69.180","69.190","67.810","34.23M","-0.77%"
"29.05.2023","68.900","68.560","69.330","68.250","2.35M","0.60%"
"26.05.2023","68.490","70.150","70.300","68.230","21.57M","-2.20%"
"25.05.2023","70.030","70.500","70.740","69.850","20.36M","-0.78%"
"24.05.2023","70.580","72.000","72.000","70.210","16.60M","-0.72%"
"23.05.2023","71.090","70.890","71.630","70.130","12.49M","0.68%"
"22.05.2023","70.610","72.000","72.600","70.420","15.18M","-1.99%"
"19.05.2023","72.040","72.290","73.350","71.860","9.16M","-0.11%"
"18.05.2023","72.120","72.300","72.510","71.710","17.94M","0.03%"
"17.05.2023","72.100","73.190","73.200","71.720","17.21M","-1.07%"
"16.05.2023","72.880","72.880","73.540","72.710","10.53M","0.19%"
"15.05.2023","72.740","74.100","74.110","72.600","12.60M","-1.73%"
"12.05.2023","74.020","74.280","74.280","73.020","12.35M","0.14%"
"11.05.2023","73.920","74.990","74.990","73.520","14.55M","-1.27%"
"10.05.2023","74.870","73.590","75.290","73.550","14.87M","1.78%"
"09.05.2023","73.560","72.700","73.890","72.490","15.54M","0.97%"
"08.05.2023","72.850","72.310","72.950","72.310","6.31M","0.61%"
"05.05.2023","72.410","71.770","72.990","71.770","14.41M","0.98%"
"04.05.2023","71.710","71.900","72.300","71.400","11.38M","-0.49%"
"03.05.2023","72.060","72.320","72.840","71.720","14.11M","-0.17%"
"02.05.2023","72.180","72.400","72.650","71.600","21.90M","-0.43%"
"28.04.2023","72.490","72.360","72.580","71.710","21.07M","0.81%"
"27.04.2023","71.910","72.000","72.040","70.700","18.83M","-0.48%"
"26.04.2023","72.260","72.500","72.500","71.410","22.87M","-0.25%"
"25.04.2023","72.440","71.520","72.600","71.510","8.29M","0.67%"
"24.04.2023","71.960","71.280","72.100","71.000","14.03M","1.07%"
"21.04.2023","71.200","70.930","71.300","70.010","12.15M","1.09%"
"20.04.2023","70.430","70.000","70.790","69.930","12.53M","0.72%"
"19.04.2023","69.930","70.220","70.640","69.840","15.57M","-0.21%"
"18.04.2023","70.080","70.440","70.940","69.850","15.57M","-0.27%"
"17.04.2023","70.270","70.510","70.700","70.050","10.62M","-0.34%"
"14.04.2023","70.510","70.780","71.230","70.350","10.56M","-0.38%"
"13.04.2023","70.780","71.190","71.190","70.400","12.73M","-0.30%"
"12.04.2023","70.990","71.040","71.540","70.720","11.32M","-0.32%"
"11.04.2023","71.220","70.870","71.980","70.790","13.25M","0.96%"
"10.04.2023","70.540","70.200","70.790","70.000","9.77M","0.30%"
"05.04.2023","70.330","71.410","71.520","70.150","6.03M","-1.66%"
"04.04.2023","71.520","72.600","72.600","71.370","7.67M","-1.27%"
"03.04.2023","72.440","72.130","72.890","72.070","5.90M","0.57%"
"31.03.2023","72.030","73.600","74.390","71.690","23.75M","-2.00%"
"30.03.2023","73.500","73.390","74.180","73.260","10.24M","0.37%"
"29.03.2023","73.230","74.130","74.130","72.740","12.75M","-1.00%"
"28.03.2023","73.970","73.580","74.240","73.210","14.65M","0.58%"
"27.03.2023","73.540","72.610","74.020","72.610","12.84M","0.82%"
"24.03.2023","72.940","72.170","73.900","72.000","10.59M","0.98%"
"23.03.2023","72.230","72.880","73.000","71.980","8.91M","-0.39%"
"22.03.2023","72.510","72.520","73.940","72.370","10.79M","-0.01%"
"21.03.2023","72.520","71.390","72.700","71.310","13.88M","1.70%"
"17.03.2023","71.310","73.300","73.930","71.150","44.65M","-2.69%"
"16.03.2023","73.280","74.690","74.900","73.110","12.72M","-1.43%"
"15.03.2023","74.340","73.470","75.090","72.410","8.84M","0.95%"
"14.03.2023","73.640","73.660","74.620","73.310","11.13M","-0.19%"
"13.03.2023","73.780","73.500","74.780","72.210","12.54M","0.64%"
"10.03.2023","73.310","71.930","73.440","71.740","12.23M","1.92%"
"09.03.2023","71.930","72.230","72.740","71.670","13.05M","-0.64%"
"08.03.2023","72.390","72.480","73.140","72.270","8.48M","-0.34%"
"07.03.2023","72.640","73.010","73.340","72.300","11.27M","-0.79%"
"06.03.2023","73.220","72.380","73.690","72.110","6.93M","1.33%"
"03.03.2023","72.260","71.430","72.840","71.210","10.30M","1.66%"
"02.03.2023","71.080","71.450","72.240","70.940","9.94M","-0.29%"
"01.03.2023","71.290","71.870","72.340","70.610","13.90M","-1.00%"
"28.02.2023","72.010","71.710","72.250","71.310","35.61M","0.25%"
"27.02.2023","71.830","70.510","72.440","70.510","6.48M","1.60%"
"24.02.2023","70.700","70.710","71.180","70.010","8.51M","-0.18%"
"23.02.2023","70.830","71.950","71.950","70.670","10.94M","-1.79%"
"22.02.2023","72.120","70.120","72.240","70.120","11.52M","2.69%"
"21.02.2023","70.230","70.550","70.870","70.070","10.72M","-0.38%"
"20.02.2023","70.500","70.970","71.190","70.310","1.15M","-0.41%"
"17.02.2023","70.790","71.240","71.420","70.010","14.02M","-0.37%"
"16.02.2023","71.050","71.740","72.340","70.540","8.62M","-0.73%"
"15.02.2023","71.570","70.930","71.740","70.410","15.06M","0.90%"
"14.02.2023","70.930","71.500","71.840","70.180","15.60M","-0.52%"
"13.02.2023","71.300","71.430","71.730","71.000","10.24M","0.04%"
"10.02.2023","71.270","71.640","71.930","70.590","11.16M","-0.08%"
"09.02.2023","71.330","72.220","72.540","70.500","11.41M","-0.89%"
"08.02.2023","71.970","72.300","72.490","71.300","10.80M","-0.26%"
"07.02.2023","72.160","73.050","73.080","71.220","14.81M","-1.15%"
"03.02.2023","73.000","72.640","73.950","72.520","11.99M","0.55%"
"02.02.2023","72.600","74.820","75.040","72.350","9.36M","-3.14%"
"01.02.2023","74.950","73.910","75.610","73.910","9.52M","1.61%"
"31.01.2023","73.760","75.450","75.580","73.300","20.78M","-2.29%"
"30.01.2023","75.490","75.350","76.040","74.950","11.17M","0.09%"
"27.01.2023","75.420","75.940","76.420","75.000","13.13M","-0.70%"
"26.01.2023","75.950","75.760","76.400","75.510","10.69M","-0.01%"
"25.01.2023","75.960","75.320","76.150","74.170","9.53M","0.98%"
"24.01.2023","75.220","74.540","75.690","74.310","18.23M","0.83%"
"23.01.2023","74.600","73.610","74.990","72.500","11.76M","0.95%"
"20.01.2023","73.900","72.900","74.140","72.620","6.16M","1.52%"
"19.01.2023","72.790","71.670","72.980","71.600","16.59M","1.48%"
"18.01.2023","71.730","71.850","72.340","71.530","14.12M","-0.17%"
"17.01.2023","71.850","71.800","73.220","71.530","14.87M","-0.53%"
"16.01.2023","72.230","73.530","73.590","71.410","5.45M","-1.50%"
"13.01.2023","73.330","72.900","74.000","72.680","9.35M","0.60%"
"12.01.2023","72.890","72.810","73.480","72.210","13.42M","-0.03%"
"11.01.2023","72.910","72.380","73.500","71.810","10.34M","1.03%"
"10.01.2023","72.170","72.380","73.180","72.070","8.24M","-0.22%"
"09.01.2023","72.330","72.310","72.940","71.030","5.69M","-0.18%"
"06.01.2023","72.460","70.430","72.900","70.220","5.28M","2.79%"
"05.01.2023","70.490","70.550","71.090","69.940","11.02M","-0.18%"
